COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W31,H1500W33,H1500W34,H3000W34
60188,DUPAGE,GRAVID TRAP,23,Female,RAMP WNV,NEGATIVE,0,-88.173268,41.93407,Culex,34,2009,DUPAGE_34_2009,C09511,8/24/09,PID059293,0,0,0,0
60188,DUPAGE,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,-88.128046,41.9008,Culex,34,2009,DUPAGE_34_2009,C09522,8/24/09,PID059294,0,0,0,0
60188,DUPAGE,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,-88.173268,41.93407,Culex,34,2009,DUPAGE_34_2009,C09529,8/27/09,PID059295,0,0,0,0
60188,DUPAGE,GRAVID TRAP,13,Female,RAMP WNV,NEGATIVE,0,-88.173268,41.93407,Culex,35,2009,DUPAGE_35_2009,C09542,8/31/09,PID059296,0,0,0,0
60188,DUPAGE,GRAVID TRAP,15,Female,RAMP WNV,NEGATIVE,0,-88.128046,41.9008,Culex,35,2009,DUPAGE_35_2009,C09554,9/3/09,PID059297,0,0,0,0
60188,DUPAGE,GRAVID TRAP,27,Female,RAMP WNV,NEGATIVE,0,-88.173268,41.93407,Culex,36,2009,DUPAGE_36_2009,C09561,9/9/09,PID059298,0,0,0,0
60188,DUPAGE,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,-88.128046,41.9008,Culex,36,2009,DUPAGE_36_2009,C09575,9/9/09,PID059299,0,0,0,0
60188,DUPAGE,GRAVID TRAP,19,Female,RAMP WNV,NEGATIVE,0,-88.128046,41.9008,Culex,37,2009,DUPAGE_37_2009,C09594,9/14/09,PID059300,0,0,0,0
60188,DUPAGE,GRAVID TRAP,18,Female,RAMP WNV,NEGATIVE,0,-88.128046,41.9008,Culex,37,2009,DUPAGE_37_2009,C09616,9/17/09,PID059301,0,0,0,0
60188,DUPAGE,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,-88.128046,41.9008,Culex,38,2009,DUPAGE_38_2009,C09629,9/21/09,PID059302,0,0,0,0
60188,DUPAGE,GRAVID TRAP,13,Female,RAMP WNV,NEGATIVE,0,-88.173268,41.93407,Culex,38,2009,DUPAGE_38_2009,C09633,9/24/09,PID059303,0,0,0,0
60188,DUPAGE,GRAVID TRAP,31,Female,RAMP WNV,NEGATIVE,0,-88.128046,41.9008,Culex,38,2009,DUPAGE_38_2009,C09648,9/24/09,PID059304,0,0,0,0
60190,DUPAGE,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,22,2009,DUPAGE_22_2009,153,6/5/09,PID059640,0,0,0,0
60190,DUPAGE,GRAVID TRAP,9,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,22,2009,DUPAGE_22_2009,154,6/5/09,PID059643,0,0,0,0
60190,DUPAGE,GRAVID TRAP,1,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,24,2009,DUPAGE_24_2009,164,6/17/09,PID059656,0,0,0,0
60190,DUPAGE,GRAVID TRAP,1,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,24,2009,DUPAGE_24_2009,166,6/17/09,PID059659,0,0,0,0
60190,DUPAGE,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,25,2009,DUPAGE_25_2009,174,6/26/09,PID059666,0,0,0,0
60190,DUPAGE,GRAVID TRAP,1,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,27,2009,DUPAGE_27_2009,182,7/9/09,PID059676,0,0,0,0
60190,DUPAGE,GRAVID TRAP,6,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,28,2009,DUPAGE_28_2009,189,7/15/09,PID059684,0,0,0,0
60190,DUPAGE,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,28,2009,DUPAGE_28_2009,191,7/17/09,PID059686,0,0,0,0
60190,DUPAGE,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,31,2009,DUPAGE_31_2009,207,8/3/09,PID059694,0,0,0,0
60190,DUPAGE,GRAVID TRAP,2,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,31,2009,DUPAGE_31_2009,209,8/5/09,PID059696,0,0,0,0
60190,DUPAGE,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,32,2009,DUPAGE_32_2009,217,8/14/09,PID059699,0,0,0,0
60190,DUPAGE,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,32,2009,DUPAGE_32_2009,218,8/14/09,PID059700,0,0,0,0
60190,DUPAGE,GRAVID TRAP,1,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,37,2009,DUPAGE_37_2009,241,9/16/09,PID059713,0,0,0,0
60190,DUPAGE,GRAVID TRAP,5,Female,VECWNV,NEGATIVE,0,-88.15277,41.87515,Culex,38,2009,DUPAGE_38_2009,243,9/25/09,PID059715,0,0,0,0
60190,DUPAGE,GRAVID TRAP,27,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,22,2009,DUPAGE_22_2009,C09041,6/2/09,PID059832,0,0,0,0
60190,DUPAGE,GRAVID TRAP,44,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,23,2009,DUPAGE_23_2009,C09079,6/10/09,PID059833,0,0,0,0
60190,DUPAGE,GRAVID TRAP,27,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,24,2009,DUPAGE_24_2009,C09108,6/15/09,PID059834,0,0,0,0
60190,DUPAGE,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,24,2009,DUPAGE_24_2009,C09132,6/18/09,PID059835,0,0,0,0
60190,DUPAGE,GRAVID TRAP,45,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,25,2009,DUPAGE_25_2009,C09160,6/22/09,PID059836,0,0,0,0
60190,DUPAGE,GRAVID TRAP,21,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,25,2009,DUPAGE_25_2009,C09191,6/25/09,PID059837,0,0,0,0
60190,DUPAGE,GRAVID TRAP,14,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,27,2009,DUPAGE_27_2009,C09229,7/6/09,PID059838,0,0,0,0
60190,DUPAGE,GRAVID TRAP,18,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,28,2009,DUPAGE_28_2009,C09278,7/13/09,PID059839,0,0,0,0
60190,DUPAGE,GRAVID TRAP,11,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,29,2009,DUPAGE_29_2009,C09327,7/20/09,PID059840,0,0,0,0
60190,DUPAGE,GRAVID TRAP,17,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,29,2009,DUPAGE_29_2009,C09345,7/23/09,PID059841,0,0,0,0
60190,DUPAGE,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,30,2009,DUPAGE_30_2009,C09363,7/27/09,PID059842,0,0,0,0
60190,DUPAGE,GRAVID TRAP,29,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,30,2009,DUPAGE_30_2009,C09385,7/30/09,PID059843,0,0,0,0
60190,DUPAGE,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,31,2009,DUPAGE_31_2009,C09410,8/3/09,PID059844,0,0,0,0
60190,DUPAGE,GRAVID TRAP,14,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,31,2009,DUPAGE_31_2009,C09427,8/6/09,PID059845,0,0,0,0
60190,DUPAGE,GRAVID TRAP,38,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,32,2009,DUPAGE_32_2009,C09447,8/10/09,PID059846,0,0,0,0
60190,DUPAGE,GRAVID TRAP,14,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,32,2009,DUPAGE_32_2009,C09467,8/13/09,PID059847,0,0,0,0
60190,DUPAGE,GRAVID TRAP,14,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,33,2009,DUPAGE_33_2009,C09483,8/17/09,PID059848,0,0,0,0
60190,DUPAGE,GRAVID TRAP,23,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,34,2009,DUPAGE_34_2009,C09516,8/24/09,PID059849,0,0,0,0
60190,DUPAGE,GRAVID TRAP,23,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,34,2009,DUPAGE_34_2009,C09532,8/27/09,PID059850,0,0,0,0
60190,DUPAGE,GRAVID TRAP,35,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,35,2009,DUPAGE_35_2009,C09544,8/31/09,PID059851,0,0,0,0
60190,DUPAGE,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,36,2009,DUPAGE_36_2009,C09567,9/9/09,PID059852,0,0,0,0
60190,DUPAGE,GRAVID TRAP,18,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,37,2009,DUPAGE_37_2009,C09607,9/17/09,PID059853,0,0,0,0
60190,DUPAGE,GRAVID TRAP,13,Female,RAMP WNV,NEGATIVE,0,-88.157284,41.887148,Culex,38,2009,DUPAGE_38_2009,C09639,9/24/09,PID059854,0,0,0,0
60191,DUPAGE,GRAVID TRAP,47,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,23,2009,DUPAGE_23_2009,258,6/10/09,PID060404,0,0,0,0
60191,DUPAGE,GRAVID TRAP,5,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,23,2009,DUPAGE_23_2009,262,6/12/09,PID060407,0,0,0,0
60191,DUPAGE,GRAVID TRAP,155,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,24,2009,DUPAGE_24_2009,275,6/19/09,PID060417,0,0,0,0
60191,DUPAGE,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,25,2009,DUPAGE_25_2009,278,6/22/09,PID060419,0,0,0,0
60191,DUPAGE,GRAVID TRAP,29,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,26,2009,DUPAGE_26_2009,288,6/29/09,PID060428,0,0,0,0
60191,DUPAGE,GRAVID TRAP,2,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,26,2009,DUPAGE_26_2009,291,7/1/09,PID060431,0,0,0,0
60191,DUPAGE,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,27,2009,DUPAGE_27_2009,300,7/10/09,PID060436,0,0,0,0
60191,DUPAGE,GRAVID TRAP,8,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,29,2009,DUPAGE_29_2009,310,7/20/09,PID060442,0,0,0,0
60191,DUPAGE,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,29,2009,DUPAGE_29_2009,316,7/22/09,PID060445,0,0,0,0
60191,DUPAGE,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,30,2009,DUPAGE_30_2009,327,7/29/09,PID060451,0,0,0,0
60191,DUPAGE,GRAVID TRAP,25,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,31,2009,DUPAGE_31_2009,339,8/7/09,PID060459,0,0,0,0
60191,DUPAGE,GRAVID TRAP,24,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,33,2009,DUPAGE_33_2009,347,8/17/09,PID060464,0,0,0,0
60191,DUPAGE,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,33,2009,DUPAGE_33_2009,349,8/19/09,PID060466,0,0,0,0
60191,DUPAGE,GRAVID TRAP,89,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,34,2009,DUPAGE_34_2009,362,8/26/09,PID060474,0,0,0,0
60191,DUPAGE,GRAVID TRAP,23,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,34,2009,DUPAGE_34_2009,365,8/28/09,PID060477,0,0,0,0
60191,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,35,2009,DUPAGE_35_2009,373,9/4/09,PID060485,0,0,0,0
60191,DUPAGE,GRAVID TRAP,6,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,36,2009,DUPAGE_36_2009,378,9/11/09,PID060490,0,0,0,0
60191,DUPAGE,GRAVID TRAP,11,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,37,2009,DUPAGE_37_2009,386,9/18/09,PID060497,0,0,0,0
60191,DUPAGE,GRAVID TRAP,5,Female,VECWNV,NEGATIVE,0,-87.97927,41.96472,Culex,38,2009,DUPAGE_38_2009,389,9/21/09,PID060499,0,0,0,0
60191,DUPAGE,GRAVID TRAP,33,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,22,2009,DUPAGE_22_2009,700-0004,6/3/09,PID060681,0,0,0,0
60191,DUPAGE,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,23,2009,DUPAGE_23_2009,700-0010,6/9/09,PID060682,0,0,0,0
60191,DUPAGE,GRAVID TRAP,26,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,23,2009,DUPAGE_23_2009,700-0013,6/9/09,PID060683,0,0,0,0
60191,DUPAGE,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,24,2009,DUPAGE_24_2009,700-0063,6/16/09,PID060684,0,0,0,0
60191,DUPAGE,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,25,2009,DUPAGE_25_2009,700-0109,6/23/09,PID060685,0,0,0,0
60191,DUPAGE,GRAVID TRAP,9,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,25,2009,DUPAGE_25_2009,700-0113,6/23/09,PID060686,0,0,0,0
60191,DUPAGE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.97927,41.96472,Culex,26,2009,DUPAGE_26_2009,700-0177,6/30/09,PID060687,0,0,0,0
60191,DUPAGE,GRAVID TRAP,29,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,26,2009,DUPAGE_26_2009,700-0184,6/30/09,PID060688,0,0,0,0
60191,DUPAGE,GRAVID TRAP,40,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,28,2009,DUPAGE_28_2009,700-0288,7/14/09,PID060689,0,0,0,0
60191,DUPAGE,GRAVID TRAP,40,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,28,2009,DUPAGE_28_2009,700-0289,7/14/09,PID060690,0,0,0,0
60191,DUPAGE,GRAVID TRAP,15,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,28,2009,DUPAGE_28_2009,700-0290,7/14/09,PID060691,0,0,0,0
60191,DUPAGE,GRAVID TRAP,44,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,29,2009,DUPAGE_29_2009,700-0360,7/21/09,PID060692,0,0,0,0
60191,DUPAGE,GRAVID TRAP,35,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,29,2009,DUPAGE_29_2009,700-0361,7/21/09,PID060693,0,0,0,0
60191,DUPAGE,GRAVID TRAP,28,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,29,2009,DUPAGE_29_2009,700-0365,7/21/09,PID060694,0,0,0,0
60191,DUPAGE,GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,29,2009,DUPAGE_29_2009,700-0381,7/21/09,PID060695,0,0,0,0
60191,DUPAGE,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,30,2009,DUPAGE_30_2009,700-0427,7/28/09,PID060696,0,0,0,0
60191,DUPAGE,GRAVID TRAP,7,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,30,2009,DUPAGE_30_2009,700-0431,7/28/09,PID060697,0,0,0,0
60191,DUPAGE,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,31,2009,DUPAGE_31_2009,700-0478,8/4/09,PID060698,0,0,0,0
60191,DUPAGE,GRAVID TRAP,16,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,31,2009,DUPAGE_31_2009,700-0481,8/4/09,PID060699,0,0,0,0
60191,DUPAGE,GRAVID TRAP,22,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,32,2009,DUPAGE_32_2009,700-0552,8/11/09,PID060700,0,0,0,0
60191,DUPAGE,GRAVID TRAP,11,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,33,2009,DUPAGE_33_2009,700-0642,8/18/09,PID060701,0,0,0,0
60191,DUPAGE,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,33,2009,DUPAGE_33_2009,700-0643,8/18/09,PID060702,0,0,0,0
60191,DUPAGE,GRAVID TRAP,1,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,33,2009,DUPAGE_33_2009,700-0654,8/18/09,PID060703,0,0,0,0
60191,DUPAGE,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,34,2009,DUPAGE_34_2009,700-0712,8/25/09,PID060704,0,0,0,0
60191,DUPAGE,GRAVID TRAP,13,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,37,2009,DUPAGE_37_2009,700-0848,9/15/09,PID060705,0,0,0,0
60191,DUPAGE,GRAVID TRAP,18,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,37,2009,DUPAGE_37_2009,700-0849,9/15/09,PID060706,0,0,0,0
60191,DUPAGE,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,38,2009,DUPAGE_38_2009,700-0886,9/22/09,PID060707,0,0,0,0
60191,DUPAGE,GRAVID TRAP,1,Female,RAMP WNV,NEGATIVE,0,-87.97927,41.96472,Culex,38,2009,DUPAGE_38_2009,700-0970,9/22/09,PID060708,0,0,0,0
60191,DUPAGE,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,22,2009,DUPAGE_22_2009,E09080,6/4/09,PID060821,0,0,0,0
60191,DUPAGE,GRAVID TRAP,37,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,23,2009,DUPAGE_23_2009,E09104,6/11/09,PID060822,0,0,0,0
60191,DUPAGE,GRAVID TRAP,36,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,23,2009,DUPAGE_23_2009,E09105,6/11/09,PID060823,0,0,0,0
60191,DUPAGE,GRAVID TRAP,48,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,24,2009,DUPAGE_24_2009,E09125,6/15/09,PID060824,0,0,0,0
60191,DUPAGE,GRAVID TRAP,18,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,24,2009,DUPAGE_24_2009,E09143,6/18/09,PID060825,0,0,0,0
60191,DUPAGE,GRAVID TRAP,16,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,25,2009,DUPAGE_25_2009,E09158,6/22/09,PID060826,0,0,0,0
60191,DUPAGE,GRAVID TRAP,21,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,29,2009,DUPAGE_29_2009,E09254,7/23/09,PID060827,0,0,0,0
60191,DUPAGE,GRAVID TRAP,16,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,30,2009,DUPAGE_30_2009,E09265,7/27/09,PID060828,0,0,0,0
60191,DUPAGE,GRAVID TRAP,19,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,30,2009,DUPAGE_30_2009,E09278,7/30/09,PID060829,0,0,0,0
60191,DUPAGE,GRAVID TRAP,18,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,31,2009,DUPAGE_31_2009,E09288,8/3/09,PID060830,0,0,0,0
60191,DUPAGE,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,32,2009,DUPAGE_32_2009,E09311,8/10/09,PID060831,0,0,0,0
60191,DUPAGE,GRAVID TRAP,16,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,32,2009,DUPAGE_32_2009,E09329,8/13/09,PID060832,0,0,0,0
60191,DUPAGE,GRAVID TRAP,30,Female,RAMP WNV,POSITIVE,1,-87.973006,41.954647,Culex,33,2009,DUPAGE_33_2009,E09350,8/20/09,PID060833,0,0,0,0
60191,DUPAGE,GRAVID TRAP,17,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,34,2009,DUPAGE_34_2009,E09358,8/24/09,PID060834,0,0,0,0
60191,DUPAGE,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,34,2009,DUPAGE_34_2009,E09367,8/27/09,PID060835,0,0,0,0
60191,DUPAGE,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,35,2009,DUPAGE_35_2009,E09373,8/31/09,PID060836,0,0,0,0
60191,DUPAGE,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,37,2009,DUPAGE_37_2009,E09394,9/14/09,PID060837,0,0,0,0
60191,DUPAGE,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,37,2009,DUPAGE_37_2009,E09399,9/17/09,PID060838,0,0,0,0
60191,DUPAGE,GRAVID TRAP,11,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,38,2009,DUPAGE_38_2009,E09405,9/21/09,PID060839,0,0,0,0
60191,DUPAGE,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,-87.973006,41.954647,Culex,38,2009,DUPAGE_38_2009,E09413,9/24/09,PID060840,0,0,0,0
60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.23263,42.05819,Culex,23,2009,COOK_23_2009,120,6/9/09,PID061141,0,0,0,0
60192,COOK,GRAVID TRAP,58,Female,PCRWNV,NEGATIVE,0,-88.23263,42.05819,Culex,23,2009,COOK_23_2009,121,6/9/09,PID061147,0,0,0,0
60192,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-88.0713,42.04724,Culex,23,2009,COOK_23_2009,122,6/10/09,PID061155,0,0,0,0
60192,COOK,GRAVID TRAP,49,Female,PCRWNV,NEGATIVE,0,-88.0713,42.04724,Culex,23,2009,COOK_23_2009,123,6/10/09,PID061157,0,0,0,0
60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.11169,42.1037,Culex,23,2009,COOK_23_2009,124,6/10/09,PID061162,0,0,0,0
60192,COOK,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-88.23263,42.05819,Culex,24,2009,COOK_24_2009,149,6/14/09,PID061260,0,0,0,0
60192,COOK,GRAVID TRAP,45,Female,PCRWNV,NEGATIVE,0,-88.23263,42.05819,Culex,24,2009,COOK_24_2009,150,6/14/09,PID061264,0,0,0,0
60192,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-88.23263,42.05819,Culex,24,2009,COOK_24_2009,171,6/17/09,PID061336,0,0,0,0
60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.23263,42.05819,Culex,24,2009,COOK_24_2009,172,6/17/09,PID061341,0,0,0,0
60192,COOK,GRAVID TRAP,28,Female,PCRWNV,NEGATIVE,0,-88.0713,42.04724,Culex,24,2009,COOK_24_2009,173,6/17/09,PID061345,0,0,0,0
60192,COOK,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-88.11169,42.1037,Culex,24,2009,COOK_24_2009,174,6/17/09,PID061350,0,0,0,0
60192,COOK,GRAVID TRAP,44,Female,PCRWNV,NEGATIVE,0,-88.11169,42.1037,Culex,24,2009,COOK_24_2009,175,6/17/09,PID061353,0,0,0,0
60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.0713,42.04724,Culex,25,2009,COOK_25_2009,200,6/21/09,PID061407,0,0,0,0
60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.23263,42.05819,Culex,25,2009,COOK_25_2009,225,6/24/09,PID061442,0,0,0,0
60192,COOK,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,-88.0713,42.04724,Culex,25,2009,COOK_25_2009,226,6/24/09,PID061446,0,0,0,0
60192,COOK,GRAVID TRAP,26,Female,PCRWNV,NEGATIVE,0,-88.23263,42.05819,Culex,26,2009,COOK_26_2009,245,6/28/09,PID061471,0,0,0,0
60192,COOK,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,-88.0713,42.04724,Culex,26,2009,COOK_26_2009,246,6/28/09,PID061472,0,0,0,0
60192,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.11169,42.1037,Culex,26,2009,COOK_26_2009,247,6/28/09,PID061474,0,0,0,0
60192,COOK,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,-88.0713,42.04724,Culex,27,2009,COOK_27_2009,268,7/5/09,PID061498,0,0,0,0
60192,COOK,GRAVID TRAP,39,Female,PCRWNV,POSITIVE,1,-88.11169,42.1037,Culex,27,2009,COOK_27_2009,269,7/5/09,PID061500,0,0,0,0
60192,COOK,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-88.11169,42.1037,Culex,26,2009,COOK_26_2009,282,7/1/09,PID061516,0,0,0,0
60192,COOK,GRAVID TRAP,45,Female,PCRWNV,NEGATIVE,0,-88.0713,42.04724,Culex,27,2009,COOK_27_2009,298,7/8/09,PID061547,0,0,0,0
60192,COOK,GRAVID TRAP,37,Female,PCRWNV,NEGATIVE,0,-88.11169,42.1037,Culex,27,2009,COOK_27_2009,299,7/8/09,PID061549,0,0,0,0
60192,COOK,GRAVID TRAP,28,Female,PCRWNV,NEGATIVE,0,-88.23263,42.05819,Culex,28,2009,COOK_28_2009,326,7/12/09,PID061589,0,0,0,0
60192,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-88.11169,42.1037,Culex,28,2009,COOK_28_2009,327,7/12/09,PID061591,0,0,0,0
60192,COOK,GRAVID TRAP,45,Female,PCRWNV,NEGATIVE,0,-88.11169,42.1037,Culex,28,2009,COOK_28_2009,328,7/12/09,PID061593,0,0,0,0
60192,COOK,GRAVID TRAP,43,Female,PCRWNV,NEGATIVE,0,-88.23263,42.05819,Culex,28,2009,COOK_28_2009,356,7/15/09,PID061640,0,0,0,0
60192,COOK,GRAVID TRAP,31,Female,PCRWNV,NEGATIVE,0,-88.11169,42.1037,Culex,28,2009,COOK_28_2009,357,7/15/09,PID061641,0,0,0,0
