COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W31,H1500W33,H1500W36,H1500W38,H1500W39,H3000W30,H3000W31,H3000W33,H3000W35,H3000W36,H3000W37,H3000W38,H3000W39,H3000W40
62208,SAINT CLAIR,GRAVID TRAP,60,Female,VECWNV,NEGATIVE,0,-90.018787,38.585094,Culex,36,2008,SAINT CLAIR_36_2008,2008180,9/4/08,PID173337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62208,SAINT CLAIR,GRAVID TRAP,29,Female,VECWNV,NEGATIVE,0,-90.018787,38.585094,Culex,37,2008,SAINT CLAIR_37_2008,2008186,9/9/08,PID173338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62208,SAINT CLAIR,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-90.018787,38.585094,Culex,37,2008,SAINT CLAIR_37_2008,2008191,9/10/08,PID173339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62208,SAINT CLAIR,GRAVID TRAP,8,Female,VECWNV,NEGATIVE,0,-90.018787,38.585094,Culex,38,2008,SAINT CLAIR_38_2008,2008194,9/16/08,PID173340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62208,SAINT CLAIR,GRAVID TRAP,6,Female,VECWNV,NEGATIVE,0,-90.018787,38.585094,Culex,38,2008,SAINT CLAIR_38_2008,2008197,9/17/08,PID173341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,28,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,22,2008,SAINT CLAIR_22_2008,2008005,5/28/08,PID177818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,95,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,22,2008,SAINT CLAIR_22_2008,2008011,5/29/08,PID177820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,23,2008,SAINT CLAIR_23_2008,2008016,6/3/08,PID177822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,31,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,23,2008,SAINT CLAIR_23_2008,2008021,6/4/08,PID177823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,145,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,24,2008,SAINT CLAIR_24_2008,2008032,6/11/08,PID177826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,229,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,25,2008,SAINT CLAIR_25_2008,2008038,6/17/08,PID177828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,500,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,25,2008,SAINT CLAIR_25_2008,2008044,6/18/08,PID177830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,320,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,26,2008,SAINT CLAIR_26_2008,2008050,6/24/08,PID177832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,330,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,26,2008,SAINT CLAIR_26_2008,2008056,6/25/08,PID177834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,150,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,27,2008,SAINT CLAIR_27_2008,2008062,7/1/08,PID177836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,105,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,27,2008,SAINT CLAIR_27_2008,2008068,7/2/08,PID177838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,121,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,28,2008,SAINT CLAIR_28_2008,2008074,7/8/08,PID177840,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,195,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,28,2008,SAINT CLAIR_28_2008,2008080,7/9/08,PID177842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,97,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,29,2008,SAINT CLAIR_29_2008,2008085,7/15/08,PID177843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,108,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,29,2008,SAINT CLAIR_29_2008,2008091,7/16/08,PID177845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,119,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,30,2008,SAINT CLAIR_30_2008,2008097,7/22/08,PID177847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,141,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,30,2008,SAINT CLAIR_30_2008,2008103,7/23/08,PID177849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,67,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,31,2008,SAINT CLAIR_31_2008,2008109,7/30/08,PID177851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,31,2008,SAINT CLAIR_31_2008,2008115,7/31/08,PID177853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,108,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,32,2008,SAINT CLAIR_32_2008,2008121,8/5/08,PID177855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,90,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,32,2008,SAINT CLAIR_32_2008,2008126,8/6/08,PID177857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,59,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,33,2008,SAINT CLAIR_33_2008,2008142,8/12/08,PID177859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,80,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,33,2008,SAINT CLAIR_33_2008,2008147,8/13/08,PID177861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,120,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,34,2008,SAINT CLAIR_34_2008,2008153,8/19/08,PID177863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,78,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,34,2008,SAINT CLAIR_34_2008,2008159,8/20/08,PID177865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,160,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,35,2008,SAINT CLAIR_35_2008,2008164,8/26/08,PID177867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,220,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,35,2008,SAINT CLAIR_35_2008,2008170,8/27/08,PID177869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,220,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,36,2008,SAINT CLAIR_36_2008,2008176,9/3/08,PID177871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,100,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,36,2008,SAINT CLAIR_36_2008,2008182,9/4/08,PID177872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,160,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,37,2008,SAINT CLAIR_37_2008,2008187,9/9/08,PID177873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,125,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,37,2008,SAINT CLAIR_37_2008,2008192,9/10/08,PID177874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,51,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,38,2008,SAINT CLAIR_38_2008,2008195,9/16/08,PID177875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,44,Female,VECWNV,NEGATIVE,0,-89.91452,38.59381,Culex,38,2008,SAINT CLAIR_38_2008,2008199,9/17/08,PID177877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,7,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,22,2008,SAINT CLAIR_22_2008,2008004,5/28/08,PID177817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,77,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,22,2008,SAINT CLAIR_22_2008,2008010,5/29/08,PID177819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,43,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,23,2008,SAINT CLAIR_23_2008,2008015,6/3/08,PID177821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,24,2008,SAINT CLAIR_24_2008,2008026,6/10/08,PID177824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,67,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,24,2008,SAINT CLAIR_24_2008,2008031,6/11/08,PID177825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,116,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,25,2008,SAINT CLAIR_25_2008,2008037,6/17/08,PID177827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,257,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,25,2008,SAINT CLAIR_25_2008,2008043,6/18/08,PID177829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,122,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,26,2008,SAINT CLAIR_26_2008,2008049,6/24/08,PID177831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,69,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,26,2008,SAINT CLAIR_26_2008,2008055,6/25/08,PID177833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,170,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,27,2008,SAINT CLAIR_27_2008,2008061,7/1/08,PID177835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,24,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,27,2008,SAINT CLAIR_27_2008,2008067,7/2/08,PID177837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,38,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,28,2008,SAINT CLAIR_28_2008,2008073,7/8/08,PID177839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,175,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,28,2008,SAINT CLAIR_28_2008,2008079,7/9/08,PID177841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,11,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,29,2008,SAINT CLAIR_29_2008,2008090,7/16/08,PID177844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,64,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,30,2008,SAINT CLAIR_30_2008,2008096,7/22/08,PID177846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,121,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,30,2008,SAINT CLAIR_30_2008,2008102,7/23/08,PID177848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,202,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,31,2008,SAINT CLAIR_31_2008,2008108,7/30/08,PID177850,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,48,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,31,2008,SAINT CLAIR_31_2008,2008114,7/31/08,PID177852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,71,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,32,2008,SAINT CLAIR_32_2008,2008120,8/5/08,PID177854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,80,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,32,2008,SAINT CLAIR_32_2008,2008125,8/6/08,PID177856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,33,2008,SAINT CLAIR_33_2008,2008141,8/12/08,PID177858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,33,2008,SAINT CLAIR_33_2008,2008146,8/13/08,PID177860,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,34,2008,SAINT CLAIR_34_2008,2008152,8/19/08,PID177862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,29,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,34,2008,SAINT CLAIR_34_2008,2008158,8/20/08,PID177864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,8,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,35,2008,SAINT CLAIR_35_2008,2008163,8/26/08,PID177866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,35,2008,SAINT CLAIR_35_2008,2008169,8/27/08,PID177868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,5,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,36,2008,SAINT CLAIR_36_2008,2008175,9/3/08,PID177870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62269,SAINT CLAIR,GRAVID TRAP,14,Female,VECWNV,NEGATIVE,0,-89.96018,38.597559,Culex,38,2008,SAINT CLAIR_38_2008,2008198,9/17/08,PID177876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,25,2008,MARION_25_2008,44256,6/17/08,PID190766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,30,2008,MARION_30_2008,44265,7/20/08,PID190769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,30,2008,MARION_30_2008,44266,7/20/08,PID190773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,31,2008,MARION_31_2008,44272,7/28/08,PID190781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,31,2008,MARION_31_2008,44273,7/28/08,PID190783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,31,2008,MARION_31_2008,44274,7/28/08,PID190785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,31,2008,MARION_31_2008,44275,7/28/08,PID190788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,75,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,32,2008,MARION_32_2008,44276,8/5/08,PID190791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,33,2008,MARION_33_2008,44277,8/11/08,PID190793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,34,2008,MARION_34_2008,44278,8/17/08,PID190794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,34,2008,MARION_34_2008,44279,8/17/08,PID190795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,34,2008,MARION_34_2008,44280,8/17/08,PID190797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,35,2008,MARION_35_2008,44281,8/24/08,PID190800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,35,2008,MARION_35_2008,44282,8/24/08,PID190803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,35,2008,MARION_35_2008,44284,8/24/08,PID190808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,26,2008,MARION_26_2008,44258,6/22/08,PID190810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,36,2008,MARION_36_2008,44285,9/1/08,PID190812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,36,2008,MARION_36_2008,44286,9/1/08,PID190815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,75,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,37,2008,MARION_37_2008,12114,9/8/08,PID190820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,26,2008,MARION_26_2008,44259,6/22/08,PID190829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,28,2008,MARION_28_2008,44260,7/6/08,PID190834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,28,2008,MARION_28_2008,44261,7/6/08,PID190835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,29,2008,MARION_29_2008,44262,7/13/08,PID190836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,30,2008,MARION_30_2008,44263,7/20/08,PID190839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62881,MARION,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.94046,38.62942,Culex,30,2008,MARION_30_2008,44264,7/20/08,PID190842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62294,MADISON,GRAVID TRAP,7,Female,VECWNV,NEGATIVE,0,-89.92766,38.729026,Culex,34,2008,MADISON_34_2008,MAD-08-015,8/21/08,PID178567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62294,MADISON,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-89.92766,38.729026,Culex,35,2008,MADISON_35_2008,MAD-08-017,8/28/08,PID178568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62450,RICHLAND,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-88.009386,38.74075,Culex,32,2008,RICHLAND_32_2008,SI 08-164,8/7/08,PID180322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62450,RICHLAND,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-88.009386,38.74075,Culex,28,2008,RICHLAND_28_2008,SI 08-58,7/9/08,PID180323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62450,RICHLAND,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,-88.009386,38.74075,Culex,30,2008,RICHLAND_30_2008,SI08-109,7/24/08,PID180324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62281,MADISON,GRAVID TRAP,37,Female,VECWNV,NEGATIVE,0,-89.816881,38.743115,Culex,34,2008,MADISON_34_2008,MAD-08-016,8/21/08,PID178204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62281,MADISON,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-89.816881,38.743115,Culex,35,2008,MADISON_35_2008,MAD-08-018,8/28/08,PID178205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62040,MADISON,GRAVID TRAP,28,Female,VECWNV,NEGATIVE,0,-90.121859,38.755217,Culex,32,2008,MADISON_32_2008,MAD-08-013,8/5/08,PID169811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62040,MADISON,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-90.121859,38.755217,Culex,33,2008,MADISON_33_2008,MAD-08-014,8/12/08,PID169812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62040,MADISON,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-90.084044,38.765857,Culex,37,2008,MADISON_37_2008,MAD-08-019,9/11/08,PID169813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62040,MADISON,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-90.084044,38.765857,Culex,37,2008,MADISON_37_2008,MAD-08-020,9/12/08,PID169814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62040,MADISON,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-90.084044,38.765857,Culex,37,2008,MADISON_37_2008,MAD-08-021,9/11/08,PID169815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62040,MADISON,GRAVID TRAP,7,Female,VECWNV,NEGATIVE,0,-90.084044,38.765857,Culex,38,2008,MADISON_38_2008,MAD-08-022,9/18/08,PID169816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62025,MADISON,GRAVID TRAP,22,Female,VECWNV,NEGATIVE,0,-89.975324,38.815863,Culex,28,2008,MADISON_28_2008,MAD-08-009,7/8/08,PID169063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62025,MADISON,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-89.975324,38.815863,Culex,29,2008,MADISON_29_2008,MAD-08-011,7/15/08,PID169064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62246,BOND,GRAVID TRAP,130,Female,VECWNV,NEGATIVE,0,-89.4051,38.88176,Culex,32,2008,BOND_32_2008,T10,8/8/08,PID176169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62246,BOND,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-89.4051,38.88176,Culex,33,2008,BOND_33_2008,T11,8/11/08,PID176170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62246,BOND,GRAVID TRAP,43,Female,VECWNV,NEGATIVE,0,-89.4051,38.88176,Culex,33,2008,BOND_33_2008,T12,8/15/08,PID176171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62246,BOND,GRAVID TRAP,45,Female,VECWNV,NEGATIVE,0,-89.4051,38.88176,Culex,34,2008,BOND_34_2008,T15,8/22/08,PID176174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62246,BOND,GRAVID TRAP,55,Female,VECWNV,NEGATIVE,0,-89.4051,38.88176,Culex,34,2008,BOND_34_2008,T16,8/18/08,PID176175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62246,BOND,GRAVID TRAP,55,Female,VECWNV,NEGATIVE,0,-89.4051,38.88176,Culex,35,2008,BOND_35_2008,T17,8/25/08,PID176176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62246,BOND,GRAVID TRAP,45,Female,VECWNV,NEGATIVE,0,-89.4051,38.88176,Culex,35,2008,BOND_35_2008,T19,8/29/08,PID176178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62246,BOND,GRAVID TRAP,68,Female,VECWNV,NEGATIVE,0,-89.4051,38.88176,Culex,36,2008,BOND_36_2008,T23,9/5/08,PID176182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62246,BOND,GRAVID TRAP,28,Female,VECWNV,NEGATIVE,0,-89.4051,38.88176,Culex,37,2008,BOND_37_2008,T25,9/12/08,PID176184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62246,BOND,GRAVID TRAP,29,Female,VECWNV,NEGATIVE,0,-89.4051,38.88176,Culex,38,2008,BOND_38_2008,T26,9/15/08,PID176185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62246,BOND,GRAVID TRAP,41,Female,VECWNV,NEGATIVE,0,-89.4051,38.88176,Culex,29,2008,BOND_29_2008,T5,7/17/08,PID176187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
