COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W12,H1500W28,H1500W29,H1500W30,H1500W31,H1500W32,H1500W33,H1500W34,H1500W35,H1500W36,H1500W37,H1500W38,H1500W40,H1500W41,H1500W45,H3000W12,H3000W27,H3000W28,H3000W29,H3000W30,H3000W31,H3000W32,H3000W33,H3000W34,H3000W35,H3000W36,H3000W37,H3000W38,H3000W39,H3000W40,H3000W41
60067,COOK,GRAVID TRAP,44,Female,PCRWNV,POSITIVE,1,-88.0527,42.1045,Culex,31,2012,COOK_31_2012,688,8/2/12,PID023210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.0527,42.1045,Culex,32,2012,COOK_32_2012,712,8/5/12,PID023230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.0527,42.1045,Culex,32,2012,COOK_32_2012,713,8/5/12,PID023231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.0527,42.1045,Culex,32,2012,COOK_32_2012,746,8/7/12,PID023248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.0527,42.1045,Culex,32,2012,COOK_32_2012,747,8/7/12,PID023251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.0527,42.1045,Culex,32,2012,COOK_32_2012,775,8/8/12,PID023267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,35,Female,PCRWNV,NEGATIVE,0,-88.0527,42.1045,Culex,32,2012,COOK_32_2012,776,8/8/12,PID023268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.0527,42.1045,Culex,24,2012,COOK_24_2012,80,6/10/12,PID023280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-88.0527,42.1045,Culex,32,2012,COOK_32_2012,809,8/9/12,PID023286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.0527,42.1045,Culex,24,2012,COOK_24_2012,81,6/10/12,PID023287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.0527,42.1045,Culex,33,2012,COOK_33_2012,810,8/12/12,PID023289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.0527,42.1045,Culex,33,2012,COOK_33_2012,841,8/14/12,PID023298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,39,Female,PCRWNV,POSITIVE,1,-88.0527,42.1045,Culex,33,2012,COOK_33_2012,870,8/15/12,PID023311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.0527,42.1045,Culex,34,2012,COOK_34_2012,888,8/19/12,PID023319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-88.0527,42.1045,Culex,34,2012,COOK_34_2012,889,8/19/12,PID023321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,45,Female,PCRWNV,POSITIVE,1,-88.0527,42.1045,Culex,34,2012,COOK_34_2012,913,8/22/12,PID023334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.0527,42.1045,Culex,34,2012,COOK_34_2012,932,8/23/12,PID023340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.0527,42.1045,Culex,35,2012,COOK_35_2012,954,8/28/12,PID023356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,COOK,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,-88.0527,42.1045,Culex,35,2012,COOK_35_2012,982,8/29/12,PID023370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,35,2012,COOK_35_2012,1015,8/30/12,PID023382,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,37,2012,COOK_37_2012,1140,9/12/12,PID023405,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,25,2012,COOK_25_2012,135,6/17/12,PID023433,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,44,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,25,2012,COOK_25_2012,169,6/20/12,PID023471,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,25,2012,COOK_25_2012,170,6/20/12,PID023474,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,26,2012,COOK_26_2012,197,6/24/12,PID023485,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,26,2012,COOK_26_2012,198,6/24/12,PID023486,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,26,2012,COOK_26_2012,199,6/24/12,PID023488,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,26,2012,COOK_26_2012,219,6/26/12,PID023495,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,37,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,26,2012,COOK_26_2012,231,6/27/12,PID023499,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,26,2012,COOK_26_2012,275,6/28/12,PID023514,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,27,2012,COOK_27_2012,288,7/1/12,PID023521,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,27,2012,COOK_27_2012,289,7/1/12,PID023523,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,27,2012,COOK_27_2012,360,7/4/12,PID023553,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,45,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,28,2012,COOK_28_2012,391,7/8/12,PID023564,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,34,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,28,2012,COOK_28_2012,392,7/8/12,PID023565,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,34,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,30,2012,COOK_30_2012,622,7/25/12,PID023647,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,30,2012,COOK_30_2012,639,7/26/12,PID023654,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,30,2012,COOK_30_2012,640,7/26/12,PID023657,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,23,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,31,2012,COOK_31_2012,669,7/30/12,PID023671,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,53,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,31,2012,COOK_31_2012,692,8/2/12,PID023681,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,32,2012,COOK_32_2012,723,8/5/12,PID023694,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,32,2012,COOK_32_2012,724,8/5/12,PID023695,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,32,2012,COOK_32_2012,753,8/7/12,PID023705,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,32,2012,COOK_32_2012,754,8/7/12,PID023706,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,32,2012,COOK_32_2012,784,8/8/12,PID023715,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,32,2012,COOK_32_2012,785,8/8/12,PID023716,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,-87.831861,42.001583,Culex,24,2012,COOK_24_2012,88,6/10/12,PID023741,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60068,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.831861,42.001583,Culex,34,2012,COOK_34_2012,896,8/19/12,PID023746,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
60069,LAKE,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,-87.913726,42.192829,Culex,24,2012,LAKE_24_2012,012-0044,6/12/12,PID023775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60069,LAKE,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,-87.913726,42.192829,Culex,27,2012,LAKE_27_2012,012-0189,7/3/12,PID023776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60069,LAKE,GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,-87.913726,42.192829,Culex,28,2012,LAKE_28_2012,012-0273,7/11/12,PID023777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60069,LAKE,GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,-87.913726,42.192829,Culex,29,2012,LAKE_29_2012,012-0327,7/18/12,PID023778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60069,LAKE,GRAVID TRAP,7,Female,RAMP WNV,NEGATIVE,0,-87.913726,42.192829,Culex,30,2012,LAKE_30_2012,012-0396,7/25/12,PID023779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60069,LAKE,GRAVID TRAP,3,Female,RAMP WNV,POSITIVE,1,-87.913726,42.192829,Culex,31,2012,LAKE_31_2012,012-0471,8/1/12,PID023780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60069,LAKE,GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,-87.913726,42.192829,Culex,34,2012,LAKE_34_2012,012-0659,8/22/12,PID023781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60069,LAKE,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,-87.913726,42.192829,Culex,35,2012,LAKE_35_2012,012-0709,8/30/12,PID023782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60069,LAKE,GRAVID TRAP,2,Female,RAMP WNV,NEGATIVE,0,-87.913726,42.192829,Culex,36,2012,LAKE_36_2012,012-0817,9/6/12,PID023783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60070,COOK,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,24,2012,COOK_24_2012,101,6/12/12,PID023928,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,36,2012,COOK_36_2012,1041,9/3/12,PID023934,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,26,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,36,2012,COOK_36_2012,1058,9/4/12,PID023936,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,42,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,36,2012,COOK_36_2012,1074,9/5/12,PID023940,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,37,2012,COOK_37_2012,1087,9/9/12,PID023943,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,34,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,37,2012,COOK_37_2012,1101,9/10/12,PID023945,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,37,2012,COOK_37_2012,1134,9/12/12,PID023953,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,37,2012,COOK_37_2012,1135,9/12/12,PID023954,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,38,2012,COOK_38_2012,1153,9/16/12,PID023960,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,38,2012,COOK_38_2012,1170,9/18/12,PID023965,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,25,2012,COOK_25_2012,130,6/17/12,PID023979,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,25,2012,COOK_25_2012,162,6/20/12,PID024016,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,47,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,25,2012,COOK_25_2012,163,6/20/12,PID024018,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,25,2012,COOK_25_2012,191,6/21/12,PID024047,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,26,2012,COOK_26_2012,192,6/24/12,PID024048,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,28,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,26,2012,COOK_26_2012,216,6/26/12,PID024063,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,26,2012,COOK_26_2012,229,6/27/12,PID024070,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,26,2012,COOK_26_2012,267,6/28/12,PID024091,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,26,2012,COOK_26_2012,268,6/28/12,PID024093,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,26,2012,COOK_26_2012,269,6/28/12,PID024097,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,27,2012,COOK_27_2012,322,7/2/12,PID024121,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,27,2012,COOK_27_2012,323,7/2/12,PID024122,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,27,2012,COOK_27_2012,354,7/4/12,PID024141,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,28,2012,COOK_28_2012,407,7/8/12,PID024173,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,28,2012,COOK_28_2012,408,7/8/12,PID024175,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,28,2012,COOK_28_2012,409,7/8/12,PID024177,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,28,2012,COOK_28_2012,419,7/9/12,PID024183,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,28,2012,COOK_28_2012,420,7/9/12,PID024184,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,28,2012,COOK_28_2012,421,7/9/12,PID024185,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,28,2012,COOK_28_2012,422,7/9/12,PID024188,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,36,Female,RAMP WNV,NEGATIVE,0,-87.934,42.046,Culex,22,2012,COOK_22_2012,48,5/28/12,PID024222,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-87.934,42.046,Culex,23,2012,COOK_23_2012,58,6/3/12,PID024272,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,30,2012,COOK_30_2012,619,7/25/12,PID024293,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,20,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,30,2012,COOK_30_2012,620,7/25/12,PID024295,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,31,2012,COOK_31_2012,664,7/30/12,PID024324,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,31,2012,COOK_31_2012,689,8/2/12,PID024342,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,32,2012,COOK_32_2012,714,8/5/12,PID024364,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,32,2012,COOK_32_2012,715,8/5/12,PID024365,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
60070,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.934,42.046,Culex,32,2012,COOK_32_2012,748,8/7/12,PID024382,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
