COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W11,H1500W19,H1500W10,H1500W11,H1500W11,H1500W11,H1500W14,H1500W15,H1500W16,H1500W17,H1500W19,H1000W11,H1000W17,H1000W19,H1000W10,H1000W11,H1000W11,H1000W11,H1000W14,H1000W15,H1000W16,H1000W17,H1000W18,H1000W19,H1000W40
61488,KNOX,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-90.282759,41.023061,Culex,27,2006,KNOX_27_2006,KNOX35,7/7/06,PID159813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.712772,41.023613,Culex,27,2006,KANKAKEE_27_2006,6545,7/7/06,PID149303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,26,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,22,2006,KANKAKEE_22_2006,6204,6/2/06,PID149355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,22,2006,KANKAKEE_22_2006,6205,6/2/06,PID149356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,22,2006,KANKAKEE_22_2006,6206,6/2/06,PID149357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,22,2006,KANKAKEE_22_2006,6207,6/2/06,PID149358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,23,2006,KANKAKEE_23_2006,6270,6/9/06,PID149359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,23,2006,KANKAKEE_23_2006,6272,6/9/06,PID149360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,23,2006,KANKAKEE_23_2006,6274,6/9/06,PID149361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,23,2006,KANKAKEE_23_2006,6276,6/9/06,PID149362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,23,2006,KANKAKEE_23_2006,6288,6/7/06,PID149363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,23,2006,KANKAKEE_23_2006,6289,6/7/06,PID149364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,24,2006,KANKAKEE_24_2006,6332,6/14/06,PID149365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,24,2006,KANKAKEE_24_2006,6333,6/14/06,PID149366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,24,2006,KANKAKEE_24_2006,6341,6/16/06,PID149367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,25,2006,KANKAKEE_25_2006,6381,6/22/06,PID149368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,25,2006,KANKAKEE_25_2006,6382,6/22/06,PID149369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,25,2006,KANKAKEE_25_2006,6390,6/23/06,PID149370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,25,2006,KANKAKEE_25_2006,6391,6/23/06,PID149371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,1,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,26,2006,KANKAKEE_26_2006,6424,6/28/06,PID149372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,26,2006,KANKAKEE_26_2006,6425,6/28/06,PID149373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,26,2006,KANKAKEE_26_2006,6452,6/30/06,PID149374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,26,2006,KANKAKEE_26_2006,6453,6/30/06,PID149375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,27,2006,KANKAKEE_27_2006,6544,7/7/06,PID149376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,28,2006,KANKAKEE_28_2006,6579,7/12/06,PID149377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,28,2006,KANKAKEE_28_2006,6611,7/14/06,PID149378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,28,2006,KANKAKEE_28_2006,6612,7/14/06,PID149379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,29,2006,KANKAKEE_29_2006,6638,7/19/06,PID149380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60964,KANKAKEE,GRAVID TRAP,42,Female,VECWNV,NEGATIVE,0,-87.712772,41.023613,Culex,29,2006,KANKAKEE_29_2006,6639,7/19/06,PID149381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61488,KNOX,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-90.324709,41.027216,Culex,31,2006,KNOX_31_2006,KNOX32,8/2/06,PID159812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61488,KNOX,GRAVID TRAP,39,Female,VECWNV,NEGATIVE,0,-90.324709,41.027216,Culex,23,2006,KNOX_23_2006,KNOX8,6/9/06,PID159814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61485,KNOX,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-90.096102,41.034446,Culex,23,2006,KNOX_23_2006,KNOX5,6/9/06,PID159782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61472,KNOX,GRAVID TRAP,73,Female,VECWNV,POSITIVE,1,-90.399639,41.107919,Culex,31,2006,KNOX_31_2006,KNOX30,8/2/06,PID159646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61472,KNOX,GRAVID TRAP,39,Female,VECWNV,NEGATIVE,0,-90.399639,41.107919,Culex,31,2006,KNOX_31_2006,KNOX33,8/4/06,PID159647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61414,KNOX,GRAVID TRAP,133,Female,VECWNV,POSITIVE,1,-90.165999,41.110936,Culex,31,2006,KNOX_31_2006,KNOX31,8/2/06,PID158252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61414,KNOX,GRAVID TRAP,87,Female,VECWNV,NEGATIVE,0,-90.165999,41.110936,Culex,31,2006,KNOX_31_2006,KNOX34,8/4/06,PID158253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61414,KNOX,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-90.165999,41.110936,Culex,23,2006,KNOX_23_2006,KNOX7,6/9/06,PID158254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,14,Female,VECWNV,POSITIVE,1,-87.798955,41.123532,Culex,33,2006,KANKAKEE_33_2006,6875,8/18/06,PID145669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.798955,41.123532,Culex,34,2006,KANKAKEE_34_2006,6906,8/22/06,PID145671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.798955,41.123532,Culex,34,2006,KANKAKEE_34_2006,6907,8/24/06,PID145672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,22,2006,KANKAKEE_22_2006,6199,6/2/06,PID146260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,22,2006,KANKAKEE_22_2006,6200,6/2/06,PID146261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,23,2006,KANKAKEE_23_2006,6235,6/7/06,PID146269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,23,2006,KANKAKEE_23_2006,6236,6/7/06,PID146270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,23,2006,KANKAKEE_23_2006,6279,6/9/06,PID146277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,24,2006,KANKAKEE_24_2006,6324,6/14/06,PID146293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,24,2006,KANKAKEE_24_2006,6350,6/16/06,PID146298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,24,2006,KANKAKEE_24_2006,6351,6/16/06,PID146299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,25,2006,KANKAKEE_25_2006,6365,6/21/06,PID146307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,14,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,25,2006,KANKAKEE_25_2006,6366,6/21/06,PID146308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,25,2006,KANKAKEE_25_2006,6413,6/23/06,PID146320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,26,2006,KANKAKEE_26_2006,6415,6/28/06,PID146321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,26,2006,KANKAKEE_26_2006,6478,6/30/06,PID146336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,26,2006,KANKAKEE_26_2006,6479,6/30/06,PID146337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,27,2006,KANKAKEE_27_2006,6512,7/5/06,PID146344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,27,2006,KANKAKEE_27_2006,6513,7/5/06,PID146345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,27,2006,KANKAKEE_27_2006,6532,7/7/06,PID146348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,27,2006,KANKAKEE_27_2006,6533,7/7/06,PID146349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,28,2006,KANKAKEE_28_2006,6553,7/12/06,PID146354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,28,2006,KANKAKEE_28_2006,6554,7/12/06,PID146355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,28,2006,KANKAKEE_28_2006,6588,7/14/06,PID146360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,28,2006,KANKAKEE_28_2006,6589,7/14/06,PID146361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,29,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,29,2006,KANKAKEE_29_2006,6618,7/19/06,PID146369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,60,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,29,2006,KANKAKEE_29_2006,6655,7/21/06,PID146378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,30,2006,KANKAKEE_30_2006,6712,7/28/06,PID146384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,32,2006,KANKAKEE_32_2006,6800,8/9/06,PID146394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,32,2006,KANKAKEE_32_2006,6833,8/11/06,PID146399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,33,2006,KANKAKEE_33_2006,6850,8/16/06,PID146401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,35,2006,KANKAKEE_35_2006,6946,8/30/06,PID146414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,35,2006,KANKAKEE_35_2006,6969,9/1/06,PID146418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,36,2006,KANKAKEE_36_2006,6989,9/8/06,PID146422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.798955,41.123532,Culex,36,2006,KANKAKEE_36_2006,6990,9/8/06,PID146423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,25,Female,VECWNV,POSITIVE,1,-87.869369,41.123536,Culex,30,2006,KANKAKEE_30_2006,6705,7/26/06,PID145667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.869369,41.123536,Culex,34,2006,KANKAKEE_34_2006,6913,8/24/06,PID145673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.869369,41.123536,Culex,35,2006,KANKAKEE_35_2006,6949,8/30/06,PID145674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.869369,41.123536,Culex,35,2006,KANKAKEE_35_2006,6950,8/30/06,PID145675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.869369,41.123536,Culex,35,2006,KANKAKEE_35_2006,6963,9/1/06,PID145676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.869369,41.123536,Culex,35,2006,KANKAKEE_35_2006,6964,9/1/06,PID145677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,37,2006,KANKAKEE_37_2006,61016,9/15/06,PID146257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,22,2006,KANKAKEE_22_2006,6217,6/2/06,PID146263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,23,2006,KANKAKEE_23_2006,6280,6/9/06,PID146278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,39,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,23,2006,KANKAKEE_23_2006,6281,6/9/06,PID146279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,24,2006,KANKAKEE_24_2006,6325,6/14/06,PID146294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,24,2006,KANKAKEE_24_2006,6326,6/14/06,PID146295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,24,2006,KANKAKEE_24_2006,6352,6/16/06,PID146300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,24,2006,KANKAKEE_24_2006,6353,6/16/06,PID146301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,25,2006,KANKAKEE_25_2006,6375,6/21/06,PID146310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,14,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,25,2006,KANKAKEE_25_2006,6376,6/21/06,PID146311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,25,2006,KANKAKEE_25_2006,6408,6/23/06,PID146317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,25,2006,KANKAKEE_25_2006,6409,6/23/06,PID146318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,26,2006,KANKAKEE_26_2006,6419,6/28/06,PID146324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,26,2006,KANKAKEE_26_2006,6420,6/28/06,PID146325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,38,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,26,2006,KANKAKEE_26_2006,6481,6/30/06,PID146338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,27,2006,KANKAKEE_27_2006,6506,7/5/06,PID146342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,28,2006,KANKAKEE_28_2006,6566,7/12/06,PID146357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,28,2006,KANKAKEE_28_2006,6597,7/14/06,PID146365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,28,2006,KANKAKEE_28_2006,6598,7/14/06,PID146366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60901,KANKAKEE,GRAVID TRAP,14,Female,VECWNV,NEGATIVE,0,-87.869369,41.123536,Culex,29,2006,KANKAKEE_29_2006,6621,7/19/06,PID146371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
