COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W25,H1500W26,H1500W27,H1500W28,H1500W30,H1500W32,H1500W33,H1500W35,H1500W36,H1500W37,H1500W38,H1500W39,H1500W40,H1500W41,H1500W43,H3000W22,H3000W25,H3000W26,H3000W27,H3000W28,H3000W30,H3000W33,H3000W34,H3000W35,H3000W36,H3000W37,H3000W38,H3000W39,H3000W40,H3000W41,H3000W42,H3000W46
60617,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-87.528473,41.680785,Culex,34,2007,COOK_34_2007,22975,8/25/07,PID115606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60617,COOK,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-87.528473,41.680785,Culex,35,2007,COOK_35_2007,23213,9/1/07,PID115614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60617,COOK,GRAVID TRAP,21,Female,PCRWNV,POSITIVE,1,-87.528473,41.680785,Culex,35,2007,COOK_35_2007,23214,9/1/07,PID115615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60617,COOK,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-87.528473,41.680785,Culex,36,2007,COOK_36_2007,23353,9/8/07,PID115620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60617,COOK,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,-87.528473,41.680785,Culex,36,2007,COOK_36_2007,23354,9/8/07,PID115621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60617,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.528473,41.680785,Culex,37,2007,COOK_37_2007,23575,9/15/07,PID115631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60617,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.528473,41.680785,Culex,37,2007,COOK_37_2007,23576,9/15/07,PID115632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60617,COOK,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-87.528473,41.680785,Culex,38,2007,COOK_38_2007,23791,9/22/07,PID115644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60617,COOK,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-87.528473,41.680785,Culex,38,2007,COOK_38_2007,23792,9/22/07,PID115645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,24,2007,COOK_24_2007,PP01,6/12/07,PID086343,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,24,2007,COOK_24_2007,PP04,6/15/07,PID086368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,35,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,25,2007,COOK_25_2007,PP07,6/19/07,PID086380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,42,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,25,2007,COOK_25_2007,PP10,6/22/07,PID086406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,26,2007,COOK_26_2007,PP13,6/26/07,PID086412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,35,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,27,2007,COOK_27_2007,PP17,7/3/07,PID086421,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,27,2007,COOK_27_2007,PP19,7/5/07,PID086425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,28,2007,COOK_28_2007,PP22,7/9/07,PID086432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,29,2007,COOK_29_2007,PP25,7/16/07,PID086439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,29,2007,COOK_29_2007,PP28,7/19/07,PID086446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,24,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,30,2007,COOK_30_2007,PP31,7/24/07,PID086455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,31,2007,COOK_31_2007,PP34,7/31/07,PID086464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,67,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,31,2007,COOK_31_2007,PP37,8/3/07,PID086476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,32,2007,COOK_32_2007,PP40,8/6/07,PID086489,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,33,2007,COOK_33_2007,PP43,8/14/07,PID086501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,31,Female,VECWNV,POSITIVE,1,-87.831056,41.681967,Culex,34,2007,COOK_34_2007,PP46,8/22/07,PID086513,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,8,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,34,2007,COOK_34_2007,PP49,8/24/07,PID086525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,35,2007,COOK_35_2007,PP52,8/30/07,PID086538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60464,COOK,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,36,2007,COOK_36_2007,PP55,9/4/07,PID086550,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,26,2007,COOK_26_2007,20512,6/30/07,PID135189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,26,2007,COOK_26_2007,20513,6/30/07,PID135190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,26,2007,COOK_26_2007,20514,6/30/07,PID135191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,26,2007,COOK_26_2007,20515,6/30/07,PID135192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,26,2007,COOK_26_2007,20516,6/30/07,PID135193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,26,2007,COOK_26_2007,20517,6/30/07,PID135194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,27,2007,COOK_27_2007,20664,7/7/07,PID135204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,27,2007,COOK_27_2007,20665,7/7/07,PID135205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,27,2007,COOK_27_2007,20666,7/7/07,PID135206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,27,2007,COOK_27_2007,20667,7/7/07,PID135207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,39,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,27,2007,COOK_27_2007,20668,7/7/07,PID135208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,27,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,27,2007,COOK_27_2007,20669,7/7/07,PID135209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,15,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,28,2007,COOK_28_2007,20870,7/14/07,PID135219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,35,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,28,2007,COOK_28_2007,20871,7/14/07,PID135220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,28,2007,COOK_28_2007,20873,7/14/07,PID135221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,29,2007,COOK_29_2007,21151,7/21/07,PID135231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,29,2007,COOK_29_2007,21152,7/21/07,PID135232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,30,2007,COOK_30_2007,21511,7/28/07,PID135241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,49,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,30,2007,COOK_30_2007,21512,7/28/07,PID135242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,31,2007,COOK_31_2007,21757,8/4/07,PID135252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,31,2007,COOK_31_2007,21758,8/4/07,PID135253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,31,2007,COOK_31_2007,21759,8/4/07,PID135254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,43,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,32,2007,COOK_32_2007,22139,8/11/07,PID135271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,36,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,32,2007,COOK_32_2007,22140,8/11/07,PID135272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,39,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,32,2007,COOK_32_2007,22141,8/11/07,PID135273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,30,Female,PCRWNV,POSITIVE,1,-87.70781,41.682333,Culex,32,2007,COOK_32_2007,22142,8/11/07,PID135274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,32,2007,COOK_32_2007,22143,8/11/07,PID135275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,33,2007,COOK_33_2007,22530,8/18/07,PID135286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,33,2007,COOK_33_2007,22531,8/18/07,PID135287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,34,2007,COOK_34_2007,22849,8/25/07,PID135298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,34,2007,COOK_34_2007,22850,8/25/07,PID135299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,35,2007,COOK_35_2007,23120,9/1/07,PID135311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,35,2007,COOK_35_2007,23121,9/1/07,PID135312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,36,2007,COOK_36_2007,23323,9/8/07,PID135317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,36,2007,COOK_36_2007,23324,9/8/07,PID135318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,37,2007,COOK_37_2007,23519,9/15/07,PID135324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,37,2007,COOK_37_2007,23520,9/15/07,PID135325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,37,2007,COOK_37_2007,23521,9/15/07,PID135326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,38,2007,COOK_38_2007,23740,9/22/07,PID135334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,38,2007,COOK_38_2007,23741,9/22/07,PID135335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,22,2007,COOK_22_2007,VII-0127,5/31/07,PID135840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,22,2007,COOK_22_2007,VII-0128,5/31/07,PID135841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,22,2007,COOK_22_2007,VII-0129,5/30/07,PID135842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,1,Male,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,22,2007,COOK_22_2007,VII-0130,6/1/07,PID135843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,23,2007,COOK_23_2007,VII-0214,6/5/07,PID135845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,23,2007,COOK_23_2007,VII-0215,6/8/07,PID135846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,1,Male,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,23,2007,COOK_23_2007,VII-0216,6/7/07,PID135847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,1,Male,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,23,2007,COOK_23_2007,VII-0217,6/5/07,PID135848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,24,2007,COOK_24_2007,VII-0301,6/12/07,PID135853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,24,2007,COOK_24_2007,VII-0302,6/12/07,PID135854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,25,2007,COOK_25_2007,VII0365,6/20/07,PID135857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60655,COOK,GRAVID TRAP,28,Female,PCRWNV,NEGATIVE,0,-87.70781,41.682333,Culex,25,2007,COOK_25_2007,VII0366,6/20/07,PID135858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60439,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.987134,41.684588,Culex,28,2007,DUPAGE_28_2007,IDPH103,7/9/07,PID077391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60439,DUPAGE,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-87.987134,41.684588,Culex,28,2007,DUPAGE_28_2007,IDPH116,7/12/07,PID077400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60439,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.987134,41.684588,Culex,29,2007,DUPAGE_29_2007,IDPH124,7/16/07,PID077405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60439,DUPAGE,GRAVID TRAP,41,Female,VECWNV,NEGATIVE,0,-87.987134,41.684588,Culex,29,2007,DUPAGE_29_2007,IDPH132,7/17/07,PID077410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60439,DUPAGE,GRAVID TRAP,44,Female,VECWNV,NEGATIVE,0,-87.987134,41.684588,Culex,29,2007,DUPAGE_29_2007,IDPH140,7/18/07,PID077419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60439,DUPAGE,GRAVID TRAP,9,Female,VECWNV,NEGATIVE,0,-87.987134,41.684588,Culex,29,2007,DUPAGE_29_2007,IDPH148,7/19/07,PID077423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60439,DUPAGE,GRAVID TRAP,60,Female,VECWNV,NEGATIVE,0,-87.987134,41.684588,Culex,22,2007,DUPAGE_22_2007,IDPH15,5/29/07,PID077425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60439,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.987134,41.684588,Culex,30,2007,DUPAGE_30_2007,IDPH157,7/23/07,PID077430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60439,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.987134,41.684588,Culex,30,2007,DUPAGE_30_2007,IDPH164,7/24/07,PID077433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60439,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.987134,41.684588,Culex,30,2007,DUPAGE_30_2007,IDPH172,7/25/07,PID077440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60439,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.987134,41.684588,Culex,30,2007,DUPAGE_30_2007,IDPH180,7/27/07,PID077444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60439,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.987134,41.684588,Culex,31,2007,DUPAGE_31_2007,IDPH188,7/30/07,PID077448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
