COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W28,H1500W31,H1500W33,H1500W34,H1500W35,H1500W36,H1500W37,H3000W28,H3000W32,H3000W33,H3000W34,H3000W35,H3000W36,H3000W37,H3000W39,H3000W41
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,22,2011,COOK_22_2011,dv41,5/30/11,PID050795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,27,2011,COOK_27_2011,dv415,7/6/11,PID050806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,22,2011,COOK_22_2011,dv42,5/30/11,PID050811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,27,2011,COOK_27_2011,dv428,7/7/11,PID050827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,27,2011,COOK_27_2011,dv429,7/7/11,PID050831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,16,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,22,2011,COOK_22_2011,dv43,5/30/11,PID050834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv453,7/10/11,PID050882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv454,7/10/11,PID050883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv455,7/10/11,PID050885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv456,7/10/11,PID050887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv457,7/10/11,PID050890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv458,7/10/11,PID050893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv459,7/10/11,PID050897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv486,7/11/11,PID050956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv487,7/11/11,PID050959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv488,7/11/11,PID050961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv501,7/12/11,PID050993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv502,7/12/11,PID050996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv513,7/13/11,PID051019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,28,2011,COOK_28_2011,dv521,7/14/11,PID051030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv547,7/17/11,PID051086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv548,7/17/11,PID051087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv549,7/17/11,PID051088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv550,7/17/11,PID051091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv551,7/17/11,PID051095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv552,7/17/11,PID051097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv553,7/17/11,PID051100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,41,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv554,7/17/11,PID051103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv588,7/18/11,PID051143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv589,7/18/11,PID051146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv607,7/19/11,PID051165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv608,7/19/11,PID051166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,22,2011,COOK_22_2011,dv61,5/31/11,PID051170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,22,2011,COOK_22_2011,dv62,5/31/11,PID051183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv624,7/20/11,PID051193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv625,7/20/11,PID051195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv641,7/21/11,PID051215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,29,2011,COOK_29_2011,dv642,7/21/11,PID051218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,30,2011,COOK_30_2011,dv668,7/24/11,PID051269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,30,2011,COOK_30_2011,dv669,7/24/11,PID051270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,30,2011,COOK_30_2011,dv670,7/24/11,PID051272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,30,2011,COOK_30_2011,dv671,7/24/11,PID051273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,30,2011,COOK_30_2011,dv672,7/24/11,PID051274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,30,2011,COOK_30_2011,dv673,7/24/11,PID051275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,22,2011,COOK_22_2011,dv68,6/1/11,PID051280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,30,2011,COOK_30_2011,dv700,7/26/11,PID051314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,30,2011,COOK_30_2011,dv708,7/27/11,PID051326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,30,2011,COOK_30_2011,dv720,7/28/11,PID051349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,31,2011,COOK_31_2011,dv738,7/31/11,PID051369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.88832,41.85585,Culex,31,2011,COOK_31_2011,dv739,7/31/11,PID051371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,22,2011,COOK_22_2011,dv74,6/2/11,PID051373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,37,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,31,2011,COOK_31_2011,dv740,7/31/11,PID051375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,31,2011,COOK_31_2011,dv758,8/2/11,PID051409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,31,2011,COOK_31_2011,dv759,8/2/11,PID051411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,31,2011,COOK_31_2011,dv769,8/3/11,PID051417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,31,2011,COOK_31_2011,dv770,8/3/11,PID051420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,31,2011,COOK_31_2011,dv777,8/4/11,PID051424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,32,2011,COOK_32_2011,dv793,8/7/11,PID051456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,32,2011,COOK_32_2011,dv794,8/7/11,PID051457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,32,2011,COOK_32_2011,dv795,8/7/11,PID051458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,32,2011,COOK_32_2011,dv796,8/7/11,PID051459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,45,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,32,2011,COOK_32_2011,dv797,8/7/11,PID051462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,32,2011,COOK_32_2011,dv818,8/9/11,PID051489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,32,2011,COOK_32_2011,dv819,8/9/11,PID051490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.88832,41.85585,Culex,32,2011,COOK_32_2011,dv820,8/9/11,PID051492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,32,2011,COOK_32_2011,dv821,8/9/11,PID051494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,32,2011,COOK_32_2011,dv833,8/10/11,PID051521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,32,2011,COOK_32_2011,dv843,8/11/11,PID051534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,33,2011,COOK_33_2011,dv872,8/14/11,PID051579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,33,2011,COOK_33_2011,dv873,8/14/11,PID051582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,33,2011,COOK_33_2011,dv874,8/14/11,PID051586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.88832,41.85585,Culex,33,2011,COOK_33_2011,dv875,8/14/11,PID051590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,33,2011,COOK_33_2011,dv876,8/14/11,PID051594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,23,2011,COOK_23_2011,dv90,6/5/11,PID051620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,23,2011,COOK_23_2011,dv91,6/5/11,PID051641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,33,2011,COOK_33_2011,dv912,8/16/11,PID051645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,23,2011,COOK_23_2011,dv92,6/5/11,PID051650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,26,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,23,2011,COOK_23_2011,dv93,6/5/11,PID051660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,33,2011,COOK_33_2011,dv934,8/17/11,PID051672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,33,2011,COOK_33_2011,dv935,8/17/11,PID051675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,33,2011,COOK_33_2011,dv950,8/18/11,PID051703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.88832,41.85585,Culex,33,2011,COOK_33_2011,dv951,8/18/11,PID051705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv982,8/21/11,PID051743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv983,8/21/11,PID051744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv984,8/21/11,PID051745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv985,8/21/11,PID051747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv986,8/21/11,PID051749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv987,8/21/11,PID051751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv988,8/21/11,PID051754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv989,8/21/11,PID051758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv990,8/21/11,PID051763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv991,8/21/11,PID051766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv992,8/21/11,PID051767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv993,8/21/11,PID051768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv994,8/21/11,PID051769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv995,8/21/11,PID051770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60162,COOK,GRAVID TRAP,48,Female,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,Culex,34,2011,COOK_34_2011,dv996,8/21/11,PID051771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,34,2011,COOK_34_2011,dv1001,8/21/11,PID051780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.90625,41.88705,Culex,34,2011,COOK_34_2011,dv1002,8/21/11,PID051781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.90625,41.88705,Culex,34,2011,COOK_34_2011,dv1003,8/21/11,PID051783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.90625,41.88705,Culex,34,2011,COOK_34_2011,dv1004,8/21/11,PID051786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.90625,41.88705,Culex,34,2011,COOK_34_2011,dv1005,8/21/11,PID051789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,34,2011,COOK_34_2011,dv1006,8/21/11,PID051790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,34,2011,COOK_34_2011,dv1007,8/21/11,PID051792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,34,2011,COOK_34_2011,dv1008,8/21/11,PID051794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,36,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,34,2011,COOK_34_2011,dv1009,8/21/11,PID051796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,34,2011,COOK_34_2011,dv1037,8/22/11,PID051833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,34,2011,COOK_34_2011,dv1046,8/23/11,PID051845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.90625,41.88705,Culex,34,2011,COOK_34_2011,dv1066,8/24/11,PID051869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,34,2011,COOK_34_2011,dv1086,8/25/11,PID051890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,23,2011,COOK_23_2011,dv109,6/6/11,PID051901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,23,2011,COOK_23_2011,dv111,6/7/11,PID051924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.90625,41.88705,Culex,35,2011,COOK_35_2011,dv1112,8/28/11,PID051927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,35,2011,COOK_35_2011,dv1113,8/28/11,PID051928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,46,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,35,2011,COOK_35_2011,dv1114,8/28/11,PID051929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,23,2011,COOK_23_2011,dv112,6/7/11,PID051936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.90625,41.88705,Culex,35,2011,COOK_35_2011,dv1128,8/29/11,PID051944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,Culex,23,2011,COOK_23_2011,dv113,6/7/11,PID051946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60163,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.90625,41.88705,Culex,35,2011,COOK_35_2011,dv1139,8/30/11,PID051970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
